Source,Destination IP,Volume,Destination Domain,Destination Latitude,Destination Longitude
Motog Phone,99.84.184.36,422501,server-99-84-184-36.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,172.217.164.142,156712,iad30s24-in-f14.1e100.net,38.98371887,-77.38275909
Motog Phone,13.249.43.103,96384,server-13-249-43-103.iad89.r.cloudfront.net,38.9068985,-77.02839661
Ring Door bell,8.8.8.8,2175606,dns.google,37.38801956,-122.0743103
Smartwifiplug,34.215.132.211,1584719,ec2-34-215-132-211.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Google onHub,34.215.132.211,1727995,ec2-34-215-132-211.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Samsung Smartthings hub2,18.208.86.167,2394038,ec2-18-208-86-167.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.226.4.204,5466,ec2-34-226-4-204.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.20.128.185,551925,ec2-52-20-128-185.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.164.138,1026840,iad30s24-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.15.74,1066736,iad23s63-in-f10.1e100.net,38.98371887,-77.38275909
Samsung Smartthings hub2,52.72.134.33,2491707,ec2-52-72-134-33.compute-1.amazonaws.com,39.04370117,-77.47419739
Samsung Smartthings hub2,18.204.110.226,2494687,ec2-18-204-110-226.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.7.138,622019,iad30s08-in-f138.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.7.193,307,iad30s10-in-f1.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.13.74,1105933,iad23s60-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.8.22,160412,iad23s59-in-f22.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.164.162,115155,iad23s69-in-f2.1e100.net,38.98371887,-77.38275909
Samsung Smartthings hub2,54.175.106.187,2425730,ec2-54-175-106-187.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.8.60,4345,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,34.231.108.120,69768,ec2-34-231-108-120.compute-1.amazonaws.com,39.04370117,-77.47419739
Samsung Smartthings hub2,52.70.101.239,1038676,ec2-52-70-101-239.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,13.249.34.222,167761,server-13-249-34-222.iad89.r.cloudfront.net,38.9068985,-77.02839661
Samsung Smartthings hub2,34.224.111.88,2344346,ec2-34-224-111-88.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,8.8.8.8,1151905,dns.google,37.38801956,-122.0743103
Google onHub,172.217.15.74,19744838,iad23s63-in-f10.1e100.net,38.98371887,-77.38275909
Samsung Smartthings hub2,52.6.178.180,2435206,ec2-52-6-178-180.compute-1.amazonaws.com,39.04370117,-77.47419739
Samsung Smartthings hub2,52.6.36.6,2505093,ec2-52-6-36-6.compute-1.amazonaws.com,39.04370117,-77.47419739
Desktop (server),152.1.226.211,471728,uni21ds.unity.ncsu.edu,35.73759079,-78.72119141
Desktop (server),152.1.226.213,448936,uni23ds.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.216.9.115,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,34.197.181.220,78336,ec2-34-197-181-220.compute-1.amazonaws.com,39.04370117,-77.47419739
Samsung Smartthings hub2,34.226.31.147,2359427,ec2-34-226-31-147.compute-1.amazonaws.com,39.04370117,-77.47419739
Samsung Smartthings hub2,34.231.7.113,1065287,ec2-34-231-7-113.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.9.202,1029307,iad30s14-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.15.106,1082727,iad30s21-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,99.84.178.216,175604,server-99-84-178-216.iad89.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),152.1.15.140,127980,time200.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.216.110.227,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,34.226.97.120,97920,ec2-34-226-97-120.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.7.170,13286443,iad30s09-in-f170.1e100.net,38.98371887,-77.38275909
Samsung Smartthings hub2,18.235.36.23,1027871,ec2-18-235-36-23.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.12.124,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.85.151.179,143664,server-52-85-151-179.iad89.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),152.1.226.215,444594,uni25ds.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,54.231.114.82,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.1.44.7,78052,ec2-52-1-44-7.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.12.234,17807861,iad30s15-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,216.239.35.8,1620,time3.google.com,37.41915894,-122.0754089
Motog Phone,52.71.161.254,38386,ec2-52-71-161-254.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,35.196.141.223,90961,223.141.196.35.bc.googleusercontent.com,32.8900795,-80.05893707
Echo plus 2nd gen,52.216.168.19,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.12.234,974143,iad30s15-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.164.150,338579,iad30s24-in-f22.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.164.130,149374,iad30s24-in-f2.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.8.2,100089,iad23s59-in-f2.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.112.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,34.193.186.95,75228,ec2-34-193-186-95.compute-1.amazonaws.com,39.04370117,-77.47419739
Samsung Smartthings hub2,34.199.71.6,1041780,ec2-34-199-71-6.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.8.10,16622383,iad23s59-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.143.156,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.145.141.161,64806,ec2-54-145-141-161.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.7.142,29949,iad30s08-in-f14.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.45.12,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,34.196.128.149,70126,ec2-34-196-128-149.compute-1.amazonaws.com,39.04370117,-77.47419739
Desktop (server),152.1.0.81,38771144,linux-for-200.eos.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.216.98.123,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),152.1.226.212,565745,uni22ds.unity.ncsu.edu,35.73759079,-78.72119141
Motog Phone,172.217.13.234,1042086,iad23s61-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.15.4,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.13.74,17741637,iad23s60-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.15.67,806042,iad23s63-in-f3.1e100.net,38.98371887,-77.38275909
Motog Phone,50.16.183.58,4938,ec2-50-16-183-58.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.236.234.56,51439,ec2-34-236-234-56.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,18.207.63.160,65043,ec2-18-207-63-160.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.10.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.5.115.78,89088,ec2-52-5-115-78.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,13.249.38.51,365535,server-13-249-38-51.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,172.217.8.14,212765,iad23s59-in-f14.1e100.net,38.98371887,-77.38275909
Motog Phone,50.17.96.234,11025,ec2-50-17-96-234.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.85.148.81,4875,server-52-85-148-81.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.177.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.71.3.127,85680,ec2-52-71-3-127.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.164.138,19569297,iad30s24-in-f10.1e100.net,38.98371887,-77.38275909
Samsung Smartthings hub2,3.209.38.230,1052521,ec2-3-209-38-230.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.141.228,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.164.173,642976,iad23s69-in-f13.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.13.68,1171522,iad23s60-in-f4.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.8.10,746789,iad23s59-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.27.52,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.9.202,20756291,iad30s14-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.95.139,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,3.215.67.150,75888,ec2-3-215-67-150.compute-1.amazonaws.com,39.04370117,-77.47419739
Desktop (server),152.1.226.214,514537,uni24ds.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.216.225.128,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,34.231.99.50,84456,ec2-34-231-99-50.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.250.68,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,35.245.250.220,63012,220.250.245.35.bc.googleusercontent.com,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.207.115,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.14.188,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.203.35.44,75888,ec2-52-203-35-44.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.142.36,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,3.209.67.123,73440,ec2-3-209-67-123.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.77.100,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.176.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.13.234,16594782,iad23s61-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.88.171,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.139.139,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.173.45.222,4796,ec2-54-173-45-222.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,18.206.75.82,66376,ec2-18-206-75-82.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.192.38.196,31377,server-54-192-38-196.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,54.192.31.164,378406,server-54-192-31-164.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,34.204.57.181,12232,ec2-34-204-57-181.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,13.249.43.14,84846,server-13-249-43-14.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.8.244,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.90.68,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.209.86.184,64872,ec2-54-209-86-184.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.164.142,230175,iad30s24-in-f14.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.80.248,3237,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.207.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.90.100,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.15.66,131626,iad23s63-in-f2.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.12.226,143913,iad30s15-in-f2.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.39.196,10544,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.164.170,934471,iad23s69-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.205.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.13.20,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,52.1.10.91,11673,ec2-52-1-10-91.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.1.10.91,12105,ec2-52-1-10-91.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,107.170.29.136,90,booboo.raggedstaff.net,40.75891113,-73.97901917
Google onHub,107.170.29.136,90,booboo.raggedstaff.net,40.75891113,-73.97901917
Echo plus 2nd gen,52.216.89.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.20.181.239,63648,ec2-52-20-181-239.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.120.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.7.138,11216373,iad30s08-in-f138.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.233.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.60,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.164.170,21708282,iad23s69-in-f10.1e100.net,38.98371887,-77.38275909
Motog Phone,3.234.120.227,61911,ec2-3-234-120-227.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.204.147.12,9751,ec2-34-204-147-12.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.95.89.5,65230,ec2-3-95-89-5.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.12.238,153055,iad30s15-in-f14.1e100.net,38.98371887,-77.38275909
Motog Phone,34.237.169.73,7166,ec2-34-237-169-73.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.85.148.37,4719,server-52-85-148-37.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.176.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.44,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.47.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Smartwifiplug,54.69.35.114,5105,ec2-54-69-35-114.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Google onHub,54.69.35.114,5265,ec2-54-69-35-114.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Motog Phone,172.217.15.69,97505,iad23s63-in-f5.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.233.203,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.164.133,268651,iad30s24-in-f5.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.7.194,102087,iad30s10-in-f194.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.13.227,806122,iad23s61-in-f3.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.206.99,3237,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,52.73.64.198,4140,ec2-52-73-64-198.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.73.64.198,4272,ec2-52-73-64-198.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.233.102.145,3073591,ec2-3-233-102-145.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,3.233.102.145,3073703,ec2-3-233-102-145.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.191.48,2220,server-99-84-191-48.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,216.239.35.4,720,time2.google.com,37.41915894,-122.0754089
Motog Phone,130.211.5.107,137124,107.5.211.130.bc.googleusercontent.com,39.10771179,-94.53961182
Motog Phone,172.217.13.232,8082,iad23s61-in-f8.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.15.110,405103,iad30s21-in-f14.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.47.180,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.233.97.188,4073421,ec2-3-233-97-188.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,3.233.97.188,4073529,ec2-3-233-97-188.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.233.102.33,4026835,ec2-3-233-102-33.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,3.233.102.33,4026943,ec2-3-233-102-33.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,13.249.43.59,1691,server-13-249-43-59.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.1.52,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.81.216,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,3.222.151.239,69368,ec2-3-222-151-239.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,96.245.170.99,90,B1-66ER.matrix.gs,39.99266815,-75.14150238
Google onHub,96.245.170.99,90,B1-66ER.matrix.gs,39.99266815,-75.14150238
Ring Door bell,3.234.86.209,1612,ec2-3-234-86-209.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,35.174.235.252,23308,ec2-35-174-235-252.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,35.174.235.252,13442,ec2-35-174-235-252.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.160.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.228.184,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.169.75,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.240.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,72.21.206.140,150895,206-140.amazon.com,39.04370117,-77.47419739
Motog Phone,52.55.169.240,10088,ec2-52-55-169-240.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.226.195.129,62578,ec2-3-226-195-129.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.237.205.95,41064,ec2-34-237-205-95.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.32.4,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.72.17.190,21894,ec2-52-72-17-190.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.191.90,4720,server-99-84-191-90.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.46.228,1328,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.147.132,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.13.238,190781,iad23s61-in-f14.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.9.208,2225,iad30s14-in-f16.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.76.84,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.40.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.15.99,940,iad30s21-in-f3.1e100.net,38.98371887,-77.38275909
Google onHub,172.217.13.228,26218,iad23s61-in-f4.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.4.4,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.13.228,26444,iad23s61-in-f4.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.242.116,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.239.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.166.19,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.81.56,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.137.84,3237,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.15.52,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.225.98.12,11010,ec2-34-225-98-12.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.191.57,848,server-99-84-191-57.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,99.84.191.97,9608,server-99-84-191-97.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.178.243,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,35.186.218.191,17902,191.218.186.35.bc.googleusercontent.com,39.10771179,-94.53961182
Echo plus 2nd gen,52.216.241.220,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.232.227,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.40.140,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.14.100,4411,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.7.170,758201,iad30s09-in-f170.1e100.net,38.98371887,-77.38275909
Motog Phone,172.217.7.202,1003496,iad30s10-in-f10.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.147.27,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.205.139,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.204,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.170.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.146.19,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.163.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.207.43,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.145.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.248.220,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.218.224.96,10082,ec2-3-218-224-96.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.178.149,27287,server-99-84-178-149.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,34.193.176.46,10812,ec2-34-193-176-46.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.131.67,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.90.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.82.203,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.9.76,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.164.164,15756,iad23s69-in-f4.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.1.20,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.248.116,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.38.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.145.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),152.1.18.104,26287,krb202ro.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.216.192.24,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.238.91,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.114.139,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.104.171,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.2.150.125,4803,ec2-52-2-150-125.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,18.211.31.84,11611,ec2-18-211-31-84.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.113.59,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
